Marca,Modelo,Ano,Kilometraje,Condicion,Combustible,Color,Transmision,price,location,Comuna,Tipo_de_vendedor,Category
Mitsubishi,L200,2022,178180,Usado,Diesel,ROJO,Manual,14900000,Bío Bío,Los Ángeles,Vendedor de autos.,"Autos, Camionetas y 4x4"
Audi,Q5,2011,169100,Usado,Diesel,Plata,Automática,10800000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Renault,Logan,2008,75000,Usado,Bencina,Plata,Manual,3950000,Metropolitana de Santiago,La Reina,Vendedor de autos.,"Autos, camionetas y 4x4"
MG,3,2020,34000,Usado,Bencina,Negro,Manual,6990000,Coquimbo,La Serena,Vendedor de autos.,"Autos, Camionetas y 4x4"
Toyota,Aygo,2020,45000,Usado,Bencina,Gris,Manual,6900000,Araucanía,Temuco,Vendedor de autos.,"Autos, camionetas y 4x4"
Peugeot,3008,2020,72300,Usado,Diesel,bordeaux,Manual,14599999,Valparaíso,Valparaiso,Vendedor de autos.,"Autos, camionetas y 4x4"
Peugeot,208,2016,167000,Usado,Bencina,Blanco,Manual,6300000,Metropolitana de Santiago,Santiago,Vendedor de autos.,"Autos, Camionetas y 4x4"
Toyota,Rav4,2015,155663,Usado,Bencina,Plata,Automática,11690000,Los Lagos,Osorno,Vendedor de autos.,"Autos, Camionetas y 4x4"
Kia,Morning,2017,78000,Usado,Bencina,Blanco,Manual,6200000,Los Lagos,Ancud,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Captiva,2020,74200,Usado,Bencina,Plata,Automática,10990000,Metropolitana de Santiago,Chicureo,Vendedor de autos.,"Autos, Camionetas y 4x4"
Opel,Adam,2023,44355,Usado,Bencina,Cs/gris Plata,Manual,12390000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,"Autos, Camionetas y 4x4"
Lexus,Is,2008,150000,Usado,Bencina,Plata,Automática,8200000,Metropolitana de Santiago,La Florida,Vendedor de autos.,"Autos, camionetas y 4x4"
Jetour,X70,2024,29000,Usado,Bencina,BLANCO,Automática,12990000,Metropolitana de Santiago,San Bernardo,Vendedor de autos.,"Autos, Camionetas y 4x4"
Jeep,Compass,2022,130376,Usado,Bencina,Blanco Blanco,Automática,14290000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,"Autos, camionetas y 4x4"
Suzuki,Jimny,2024,36700,Usado,Bencina,Gris,Manual,16500000,Metropolitana de Santiago,Santiago,Vendedor de autos.,"Autos, camionetas y 4x4"
Hyundai,Santa Fe,2012,105000,Usado,Bencina,Negro,Manual,7200000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Volkswagen,Gol,2016,69509,Usado,Bencina,Gris,Manual,7700000,Metropolitana de Santiago,Pudahuel,Vendedor de autos.,Autos-vehículo
Hyundai,Tucson,2020,85400,Usado,Bencina,Blanco,Manual,14000000,Los Lagos,Calbuco,Vendedor de autos.,Autos-vehículo
Nissan,X-Trail,2021,92000,Usado,Bencina,Gris,Automática,13500000,Valparaíso,Los Andes,Vendedor de autos.,Autos-vehículo
Opel,Mokka,2022,32000,Usado,Bencina,Verde,Automática,14000000,Valparaíso,Villa Alemana,Vendedor de autos.,Autos-vehículo
Chery,Tiggo 8 Pro,2022,147000,Usado,Bencina,Negro,Automática,14000000,Metropolitana de Santiago,Lampa,Vendedor de autos.,Autos-vehículo
Ram,1000,2021,58000,Usado,Diesel,Blanco,Automática,21500000,Metropolitana de Santiago,Colina,Vendedor de autos.,Autos-vehículo
JAC,Js8,2022,45000,Usado,Bencina,Rojo,Manual,14000000,Los Lagos,Frutillar,Vendedor de autos.,Autos-vehículo
Mercedes-Benz,Sprinter 316,2014,125000,Usado,Bencina,Blanco,Automática,14000000,Bío Bío,Chiguayante,Vendedor de autos.,Autos-vehículo
Fiat,500,2022,32500,Usado,Bencina,Gris,Manual,13800000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,Autos-vehículo
Suzuki,Swift,2018,104175,Usado,Bencina,Rojo,Manual,5600000,Metropolitana de Santiago,Peñaflor,Vendedor de autos.,Autos-vehículo
Subaru,Impreza,1998,100000,Usado,Bencina,Blanco,Automática,800000,Metropolitana de Santiago,Providencia,Vendedor de autos.,Autos-vehículo
Changan,Cs35,2016,95000,Usado,Bencina,Rojo,Manual,5400000,Bío Bío,Hualpén,Vendedor de autos.,Autos-vehículo
Mazda,3,2007,178541,Usado,Bencina,Gris,Automática,5200000,Metropolitana de Santiago,La Florida,Vendedor de autos.,Autos-vehículo
Audi,A3,2024,23000,Usado,Bencina,Rojo,Automática,27990000,Araucanía,Temuco,Vendedor de autos.,Autos-vehículo
Changan,M201,2016,70400,Usado,Bencina,Blanco,Manual,3800000,Metropolitana de Santiago,San José De Maipo,Vendedor de autos.,Autos-vehículo
Chevrolet,Silverado,2020,82000,Usado,Bencina,Rojo,Automática,32000000,Bío Bío,Los Ángeles,Vendedor de autos.,Autos-vehículo
Jeep,Compass,2013,150000,Usado,Bencina,Gris,Automática,7200000,Metropolitana de Santiago,Talagante,Vendedor de autos.,Autos-vehículo
Renault,Symbol,2022,68600,Usado,Bencina,Gris,Manual,7200000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
Chevrolet,Groove,2025,5610,Usado,Bencina,Plata Plata,Manual,10090000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,Autos-vehículo
Chevrolet,Sail,2021,44000,Usado,Bencina,Gris,Manual,7200000,Antofagasta,San Pedro de Atacama,Vendedor de autos.,Autos-vehículo
Chevrolet,Captiva,2013,114025,Usado,Bencina,Plata,Automática,8500000,Metropolitana de Santiago,Pudahuel,Vendedor de autos.,Autos-vehículo
Mazda,2,2017,55000,Usado,Bencina,Rojo,Manual,8599000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,Autos-vehículo
Dodge,Challenger,2016,72000,Usado,Bencina,Negro,Automática,35990000,Maule,Talca,Vendedor de autos.,Autos-vehículo
BMW,530,2023,34560,Usado,Híbrido,Gris,Automática,39000000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
Chevrolet,Traverse,2015,123000,Usado,Bencina,Blanco,Automática,12000000,Metropolitana de Santiago,Colina,Vendedor de autos.,Autos-vehículo
Hyundai,Creta,2020,95821,Usado,Bencina,Negro,Automática,12000000,Ñuble,Chillán,Vendedor de autos.,Autos-vehículo
Audi,A4,2010,142000,Usado,Bencina,Azul,Automática,10500000,Valparaíso,Viña del Mar,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Sail,2011,100000,Usado,Bencina,Blanco,Manual,3950000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Peugeot,3008,2018,90000,Usado,Diesel,Rojo,Manual,10800000,Maule,Linares,Vendedor de autos.,"Autos, camionetas y 4x4"
Great Wall,Wingle 5,2016,189000,Usado,Diesel,Gris,Manual,5300000,Metropolitana de Santiago,Puente Alto,Vendedor de autos.,"Autos, camionetas y 4x4"
Renault,Master,2018,165000,Usado,Diesel,Blanco,Manual,9100000,Metropolitana de Santiago,Colina,Vendedor de autos.,"Autos, camionetas y 4x4"
Subaru,Xv,2014,145000,Usado,Bencina,Gris,Manual,7590000,Los Lagos,Puerto Montt,Vendedor de autos.,"Autos, Camionetas y 4x4"
Kia,Grand Carnival,2016,132000,Usado,Diesel,Gris,Automática,18500000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Subaru,Forester,2020,95000,Usado,Bencina,Plata,Automática,18000000,Maule,Talca,Vendedor de autos.,"Autos, camionetas y 4x4"
Peugeot,5008,2023,38747,Usado,Diesel,Blanco Blanco,Automática,22190000,Araucanía,Temuco,Vendedor de autos.,"Autos, camionetas y 4x4"
SsangYong,Musso,2019,120029,Usado,Diesel,Blanco,Automática,18990000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,"Autos, Camionetas y 4x4"
Renault,Duster,2023,43720,Usado,Bencina,Marrón Marrón,Manual,12190000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,"Autos, camionetas y 4x4"
BMW,X4,2016,121000,Usado,Bencina,Blanco,Automática,21990000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,D-Max,2022,120000,Usado,Diesel,Blanco,Manual,14950000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,"Autos, camionetas y 4x4"
Opel,Mokka,2023,42025,Usado,Bencina,Marrón Marrón,Automática,15290000,Coquimbo,La Serena,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Trailblazer,2023,37598,Usado,Diesel,Negro,Automática,26990000,Metropolitana de Santiago,Chicureo,Vendedor de autos.,"Autos, Camionetas y 4x4"
Kia,Sportage,2011,150000,Usado,Bencina,Negro,Manual,7600000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Peugeot,Expert,2016,201000,Usado,Diesel,Gris,Manual,9300000,Bío Bío,Coronel,Vendedor de autos.,"Autos, camionetas y 4x4"
Hyundai,Tucson,2014,158000,Usado,Bencina,Gris,Manual,8500000,Bío Bío,Concepción,Vendedor de autos.,"Autos, camionetas y 4x4"
Nissan,Altima,2016,56406,Usado,Bencina,Grafito,Automática,8990000,Metropolitana de Santiago,Santiago,Vendedor de autos.,"Autos, Camionetas y 4x4"
Jetour,X70 Plus,2024,30994,Usado,Bencina,AZUL,Automática,13500000,Coquimbo,La serena,Vendedor de autos.,"Autos, Camionetas y 4x4"
Ford,Bronco Sport,2024,18000,Usado,Bencina,GRIS,Automática,24500000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,"Autos, Camionetas y 4x4"
BMW,320I,2015,105000,Usado,Bencina,Plata,Automática,14800000,Coquimbo,La Serena,Vendedor de autos.,"Autos, camionetas y 4x4"
Mercedes-Benz,Gla 220,2019,81000,Usado,Diesel,Azul,Automática,23890000,Los Lagos,Puerto Montt,Vendedor de autos.,"Autos, Camionetas y 4x4"
Peugeot,3008,2018,150000,Usado,Diesel,Azul,Manual,11250000,Valparaíso,Quintero,Vendedor de autos.,"Autos, camionetas y 4x4"
Mitsubishi,Outlander,2010,190000,Usado,Bencina,Negro,Manual,5790000,Metropolitana de Santiago,Peñalolén,Vendedor de autos.,"Autos, camionetas y 4x4"
Great Wall,Wingle 7,2024,15000,Usado,Bencina,Blanco,Manual,13200000,Araucanía,Lautaro,Vendedor de autos.,"Autos, camionetas y 4x4"
Great Wall,Wingle 7,2022,26175,Usado,Bencina,Marrón Marrón,Automática,10590000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,Autos-vehículo
Chery,Arrizo5,2017,104000,Usado,Bencina,Blanco,Automática,6490000,Metropolitana de Santiago,La Reina,Vendedor de autos.,Autos-vehículo
Jac,S5,2019,39000,Usado,Bencina,Blanco,Automática,8590000,Valparaíso,Viña del Mar,Vendedor de autos.,Autos-vehículo
Citroën,C4,2007,103000,Usado,Bencina,Gris,Automática,2985000,Metropolitana de Santiago,Independencia,Vendedor de autos.,Autos-vehículo
Ford,Escape,2017,91000,Usado,Bencina,Blanco,Automática,12490000,Los Lagos,Puerto Montt,Vendedor de autos.,Autos-vehículo
Suzuki,Baleno,2021,33000,Usado,Bencina,Azul,Automática,8990000,Valparaíso,Viña del Mar - Quillota,Vendedor de autos.,Autos-vehículo
Renault,Dokker,2016,66025,Usado,Bencina,Blanco,Automática,4990000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,Autos-vehículo
Ford,Edge,2017,121670,Usado,Bencina,Bordo,Automática,13290000,Coquimbo,La Serena,Vendedor de autos.,"Autos, Camionetas y 4x4"
Ford,Ecosport,2015,62000,Usado,Bencina,Rojo,Manual,12300000,Coquimbo,La Serena,Vendedor de autos.,"Autos, camionetas y 4x4"
Ford,Edge,2021,93400,Usado,Bencina,Rojo Rojo,Automática,21690000,OHiggins,Rancagua,Vendedor de autos.,"Autos, camionetas y 4x4"
Hyundai,Santa Fe,2015,120000,Usado,Bencina,Plata,Manual,10300000,Metropolitana de Santiago,La Florida,Vendedor de autos.,"Autos, camionetas y 4x4"
Mitsubishi,Montero,2011,225000,Usado,Diesel,Gris,Manual,11600000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Hyundai,Accent,2006,140000,Usado,Bencina,Azul,Manual,2700000,Bío Bío,Lota,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Bolt Euv,2024,100,Usado,Eléctrico,Blanco Blanco,Automática,20990000,Bío Bío,Los Ángeles,Vendedor de autos.,Autos-vehículo
SKODA,Kodiaq,2022,68185,Usado,Diesel,Blanco Blanco,Automática,23790000,Bío Bío,Concepción,Vendedor de autos.,Autos-vehículo
Hyundai,Elantra,2011,194000,Usado,Bencina,Plata,Automática,4500000,Valparaíso,Viña del Mar,Vendedor de autos.,Autos-vehículo
Subaru,Forester,2014,134000,Usado,Bencina,Gris,Manual,9150000,Bío Bío,Los Ángeles,Vendedor de autos.,Autos-vehículo
Mercedes-Benz,E 300,2018,52528,Usado,Bencina,Plata,Automática,39500000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
Dodge,Journey,2019,19500,Usado,Bencina,Gris,Automática,16000000,Antofagasta,Antofagasta,Vendedor de autos.,Autos-vehículo
Renault,Captur,2019,42700,Usado,Bencina,Café,Automática,10780000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
Chevrolet,D-Max,2015,226000,Usado,Diesel,Blanco,Manual,10300000,Bío Bío,Hualpén,Vendedor de autos.,Autos-vehículo
Subaru,Wrx,2022,30000,Usado,Bencina,Blanco,Automática,30990000,Valparaíso,Viña del Mar - Quillota,Vendedor de autos.,Autos-vehículo
SsangYong,Korando,2011,190000,Usado,Diesel,Gris,Automática,3000000,Los Ríos,Lago Ranco,Vendedor de autos.,Autos-vehículo
Dongfeng,Joyear X3,2022,200000,Usado,Bencina,Amarillo,Manual,20000000,Metropolitana de Santiago,Buin,Vendedor de autos.,Autos-vehículo
Fiat,Fullback,2018,109300,Usado,Diesel,Blanco,Manual,13700000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
BMW,530,2016,115000,Usado,Diesel,Plata,Automática,24590000,Bío Bío,Concepción,Vendedor de autos.,Autos-vehículo
Toyota,4Runner,2011,196000,Usado,Bencina,Negro,Automática,14900000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
Chevrolet,Onix,2024,27118,Usado,Bencina,PLATA,Manual,13290000,Antofagasta,Calama,Vendedor de autos.,Autos-vehículo
Nissan,Navara,2021,103497,Usado,Diesel,Blanco,Automática,22990000,Los Lagos,Osorno,Vendedor de autos.,Autos-vehículo
Ford,Maverick,2024,40430,Usado,Bencina,Azul,Automática,22990000,Metropolitana de Santiago,La Reina,Vendedor de autos.,Autos-vehículo
Mercedes-Benz,C,2023,17000,Usado,Bencina,Gris,Automática,36900000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
MG,Mg5,2022,30000,Usado,Bencina,Blanco,Manual,9000000,Metropolitana de Santiago,San Bernardo,Vendedor de autos.,Autos-vehículo
Ford,Ranger,2016,215000,Usado,Bencina,Gris,Manual,8900000,Metropolitana de Santiago,La Florida,Vendedor de autos.,Autos-vehículo
BMW,118,2017,200000,Usado,Bencina,Marrón,Automática,17590000,Atacama,Tierra Amarilla,Vendedor de autos.,Autos-vehículo
BMW,X1,2018,93000,Usado,Bencina,Gris,Automática,17500000,Ñuble,Chillán,Vendedor de autos.,Autos-vehículo
Mitsubishi,L200,2021,89697,Usado,Diesel,Marrón Marrón,Manual,15290000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,Autos-vehículo
Jac,S2,2020,74522,Usado,Bencina,Marrón Marrón,Manual,7290000,Los Lagos,Castro,Vendedor de autos.,Autos-vehículo
Ford,Ranger,2023,79091,Usado,Diesel,Rojo,Manual,19590000,Bío Bío,Los Ángeles,Vendedor de autos.,Autos-vehículo
Hyundai,Santa Fe,2024,41079,Usado,Diesel,Blanco,Automática,31980000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
Peugeot,308,2017,125000,Usado,Diesel,Blanco,Automática,11790000,Metropolitana de Santiago,La Reina,Vendedor de autos.,Autos-vehículo
Mahindra,New Scorpio,2014,110926,Usado,Diesel,Gris,Manual,4000000,Metropolitana de Santiago,Puente Alto,Vendedor de autos.,Autos-vehículo
Audi,Q2,2019,62000,Usado,Bencina,Plata,Automática,19800000,Metropolitana de Santiago,La Reina,Vendedor de autos.,Autos-vehículo
Chevrolet,Silverado,2018,120000,Usado,Bencina,Negro,Automática,19790000,Maule,Curicó,Vendedor de autos.,Autos-vehículo
BMW,X5,2020,64596,Usado,Diesel,Azul,Automática,37900000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
Audi,A4,2018,67000,Usado,Bencina,Blanco,Automática,16200000,Metropolitana de Santiago,Ñuñoa,Vendedor de autos.,Autos-vehículo
Dongfeng,Joyear,2021,98429,Usado,Bencina,Plata Plata,Manual,7490000,Valparaíso,Viña del Mar,Vendedor de autos.,Autos-vehículo
Mazda,Bt-50,2013,155000,Usado,Diesel,Azul,Automática,16200000,Araucanía,Temuco,Vendedor de autos.,Autos-vehículo
Renault,Duster,2019,128000,Usado,Bencina,Café,Manual,7490000,Valparaíso,Concón,Vendedor de autos.,Autos-vehículo
Volkswagen,Voyage,2022,65966,Usado,Bencina,Negro,Manual,7580000,Metropolitana de Santiago,San Miguel,Vendedor de autos.,Autos-vehículo
Mazda,Cx-3,2018,97000,Usado,Bencina,Gris,Automática,11800000,Coquimbo,La Serena,Vendedor de autos.,"Autos, camionetas y 4x4"
Subaru,Forester,2024,29000,Usado,Bencina,Grafito,Automática,22990000,Bío Bío,San Pedro de la Paz,Vendedor de autos.,"Autos, Camionetas y 4x4"
MG,Mg Zs,2023,27785,Usado,Bencina,Rojo Rojo,Manual,8290000,Araucanía,Temuco,Vendedor de autos.,"Autos, camionetas y 4x4"
Ford,Fiesta,2007,170000,Usado,Bencina,Plata,Manual,4500000,Bío Bío,Los Ángeles,Vendedor de autos.,"Autos, camionetas y 4x4"
Toyota,Corolla,2013,175000,Usado,Bencina,Gris,Manual,5650000,Metropolitana de Santiago,La Florida,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Spin,2020,83389,Usado,Bencina,BLANCO,Manual,9490000,Metropolitana de Santiago,Santiago,Vendedor de autos.,"Autos, Camionetas y 4x4"
Toyota,Yaris,2015,130000,Usado,Bencina,Negro,Manual,8500000,Metropolitana de Santiago,Santiago,Vendedor de autos.,"Autos, camionetas y 4x4"
Ford,Explorer,2017,85000,Usado,Bencina,Azul,Automática,10000000,Metropolitana de Santiago,Ñuñoa,Vendedor de autos.,"Autos, camionetas y 4x4"
Ford,Explorer,2009,207000,Usado,Bencina,Blanco,Automática,5690000,Valparaíso,La Cruz,Vendedor de autos.,"Autos, camionetas y 4x4"
Geely,X7 Sport,2020,73229,Usado,Bencina,Plata Plata,Manual,8790000,Araucanía,Temuco,Vendedor de autos.,Autos-vehículo
MG,Marvel R,2024,27312,Usado,Eléctrico,Blanco Blanco,Automática,25790000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,"Autos, camionetas y 4x4"
Hyundai,Creta,2024,256,Usado,Bencina,Blanco,Manual,15290000,Coquimbo,Ovalle,Vendedor de autos.,Station Wagon
Chevrolet,Sonic,2014,75264,Usado,Bencina,Gris,Manual,5300000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Nissan,Versa,2017,98000,Usado,Bencina,Plata,Manual,5300000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Traverse,2021,81600,Usado,Bencina,Blanco,Automática,27990000,Metropolitana de Santiago,La Reina,Vendedor de autos.,"Autos, Camionetas y 4x4"
Kia,Soul,2014,124000,Usado,Bencina,Blanco,Manual,6000000,Metropolitana de Santiago,Puente Alto,Vendedor de autos.,"Autos, camionetas y 4x4"
Dodge,Ram 1500,2019,136000,Usado,Bencina,Gris,Automática,23980000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, Camionetas y 4x4"
Ford,Ecosport,2019,49200,Usado,Bencina,Blanco,Automática,10100000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,"Autos, camionetas y 4x4"
Chevrolet,Spin,2019,155000,Usado,Bencina,BLANCO,Manual,6980000,Los Ríos,Valdivia,Vendedor de autos.,"Autos, Camionetas y 4x4"
Volkswagen,Virtus,2020,100000,Usado,Bencina,Gris,Manual,9790000,OHiggins,Rancagua,Vendedor de autos.,"Autos, Camionetas y 4x4"
Chevrolet,Sail,2016,78400,Usado,Bencina,Gris,Manual,4750000,Metropolitana de Santiago,Ñuñoa,Vendedor de autos.,"Autos, camionetas y 4x4"
Dfm,Joyear X3,2017,97550,Usado,Bencina,Plata Plata,Manual,5590000,Ñuble,Chillán,Vendedor de autos.,"Autos, camionetas y 4x4"
Ford,Edge,2023,39377,Usado,Bencina,Blanco Metalico,Automática,29990000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,"Autos, Camionetas y 4x4"
Foton,G7,2023,29481,Usado,Diesel,Rojo,Manual,13690000,Valparaíso,Viña del Mar,Vendedor de autos.,"Autos, Camionetas y 4x4"
Toyota,Rav4,2012,176000,Usado,Bencina,Gris,Automática,6700000,Metropolitana de Santiago,Renca,Vendedor de autos.,"Autos, camionetas y 4x4"
Ram,700,2022,67000,Usado,Bencina,Blanco Banchisa,Manual,9490000,Metropolitana de Santiago,Quilicura,Vendedor de autos.,"Autos, Camionetas y 4x4"
Ford,Escape,2020,78300,Usado,Bencina,Plata,Automática,14300000,Araucanía,Temuco,Vendedor de autos.,"Autos, camionetas y 4x4"
Suzuki,Celerio,2012,165100,Usado,Bencina,Gris,Manual,4300000,Metropolitana de Santiago,La Florida,Vendedor de autos.,"Autos, camionetas y 4x4"
Volkswagen,Polo,2025,9038,Usado,Bencina,Plata,Automática,15790000,Metropolitana de Santiago,La Florida,Vendedor de autos.,"Autos, Camionetas y 4x4"
Hyundai,Accent,2013,185147,Usado,Bencina,Blanco,Manual,5600000,Metropolitana de Santiago,Macul,Vendedor de autos.,"Autos, camionetas y 4x4"
Haval,H6,2025,5000,Usado,Bencina,Gris,Automática,19900000,Bío Bío,Concepción,Vendedor de autos.,"Autos, Camionetas y 4x4"
Citroën,C3,2024,23261,Usado,Diesel,Gris,Manual,11900000,Metropolitana de Santiago,Quilicura,Vendedor de autos.,"Autos, Camionetas y 4x4"
Kia,Morning,2019,89150,Usado,Bencina,Marrón Marrón,Manual,8790000,Bío Bío,Concepción,Vendedor de autos.,"Autos, camionetas y 4x4"
Volkswagen,Tiguan,2018,77000,Usado,Bencina,Gris,Automática,14690000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,"Autos, camionetas y 4x4"
Subaru,Forester,2020,106000,Usado,Bencina,Plata,Automática,19000000,Ñuble,Chillán,Vendedor de autos.,"Autos, camionetas y 4x4"
Haval,H6,2022,70695,Usado,Bencina,Azul Azul,Automática,14690000,Metropolitana de Santiago,Macul,Vendedor de autos.,Autos-vehículo
Hyundai,Creta,2019,85000,Usado,Bencina,Plata,Automática,10690000,Valparaíso,La Calera,Vendedor de autos.,Autos-vehículo
Citroën,C5 Aircross,2021,35000,Usado,Diesel,Azul,Automática,25000000,Metropolitana de Santiago,Colina,Vendedor de autos.,Autos-vehículo
Ford,Ecosport,2019,39000,Usado,Bencina,Gris,Automática,8990000,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
Chery,Tiggo 8,2021,22800,Usado,Bencina,Blanco,Automática,15190000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
Mitsubishi,L200,2019,93611,Usado,Diesel,Grafito,Automática,14980000,Metropolitana de Santiago,LAS CONDES,Vendedor de autos.,Autos-vehículo
Fiat,Cronos,2022,20286,Usado,Bencina,Blanco,Automática,9800000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
Nissan,Sentra,2022,31685,Usado,Bencina,Marrón Marrón,Automática,14790000,Metropolitana de Santiago,Huechuraba,Vendedor de autos.,Autos-vehículo
MG,Rx5,2023,12996,Usado,Bencina,Negro,Automática,13863181,Metropolitana de Santiago,Las Condes,Vendedor de autos.,Autos-vehículo
Volkswagen,Polo,2022,40000,Usado,Bencina,Gris,Automática,10290000,Metropolitana de Santiago,Puente Alto,Vendedor de autos.,Autos-vehículo
Jeep,Renegade,2022,30714,Usado,Bencina,Blanco Blanco,Automática,12490000,Metropolitana de Santiago,La Florida,Vendedor de autos.,Autos-vehículo
Chevrolet,Onix,2022,31808,Usado,Bencina,Plata,Automática,9990000,Metropolitana de Santiago,Puente Alto,Vendedor de autos.,Autos-vehículo
Dodge,Journey,2009,172684,Usado,Bencina,Plata,Automática,5500000,Metropolitana de Santiago,Santiago,Vendedor de autos.,Autos-vehículo
Volkswagen,Gol,2021,64900,Usado,Bencina,Gris,Automática,7490000,Araucanía,Temuco,Vendedor de autos.,Autos-vehículo
Opel,Crossland,2021,32000,Usado,Bencina,Blanco,Automática,12280000,Metropolitana de Santiago,Lo Barnechea,Vendedor de autos.,Autos-vehículo
MG,3,2017,83000,Usado,Bencina,Amarillo,Automática,5980000,Valparaíso,Viña del Mar,Vendedor de autos.,Autos-vehículo
Baic,X35,2023,28349,Usado,Bencina,Blanco Blanco,Automática,8190000,Maule,Curicó,Vendedor de autos.,Autos-vehículo
Changan,Cs15,2023,5000,Usado,Bencina,Negro,Automática,9980000,Los Ríos,Valdivia,Vendedor de autos.,Autos-vehículo
Renault,Dokker,2022,24463,Usado,Diesel,Blanco,Automática,7900000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
MG,Zx,2022,52823,Usado,Bencina,Blanco Blanco,Automática,9690000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,Autos-vehículo
Chevrolet,Colorado,2022,35951,Usado,Diesel,Blanco Blanco,Automática,19890000,Bío Bío,Concepción,Vendedor de autos.,Autos-vehículo
Peugeot,Partner,2022,81318,Usado,Diesel,Blanco,Automática,10900000,Bío Bío,Concepción,Vendedor de autos.,Autos-vehículo
Toyota,Auris,2017,109167,Usado,Bencina,Blanco,Automática,11490000,Metropolitana de Santiago,Santiago,Vendedor de autos.,Autos-vehículo
Subaru,Forester,2017,138000,Usado,Bencina,Blanco,Automática,11490000,Metropolitana de Santiago,Santiago,Vendedor de autos.,Autos-vehículo
Mazda,3,2018,123379,Usado,Bencina,Azul,Automática,12580000,Metropolitana de Santiago,Cerrillos,Vendedor de autos.,Autos-vehículo
Renault,Captur,2021,26381,Usado,Diesel,Blanco,Automática,12190000,Metropolitana de Santiago,Macul,Vendedor de autos.,Autos-vehículo
Nissan,X-Trail,2019,44000,Usado,Bencina,Blanco,Automática,13590000,Metropolitana de Santiago,Santiago,Vendedor de autos.,Autos-vehículo
Nissan,Pathfinder,2016,137170,Usado,Bencina,Azul,Automática,10000000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,Autos-vehículo
Fiat,Weekend,2007,227800,Usado,Bencina,Blanco,Manual,3800000,Metropolitana de Santiago,Ñuñoa,Vendedor de autos.,"Autos, camionetas y 4x4"
Exeed,Vx,2023,32199,Usado,Bencina,BLANCO,Automática,24900000,Metropolitana de Santiago,Vitacura,Vendedor de autos.,"Autos, Camionetas y 4x4"
Chevrolet,Colorado,2011,200000,Usado,Bencina,Blanco,Automática,8500000,Metropolitana de Santiago,La Reina,Vendedor de autos.,"Autos, camionetas y 4x4"
